date,region,product_id,units_sold,revenue,cost,promotion_flag
2023-02-18,South,P2,57,881.55,517.08,0
2023-02-18,South,P3,65,1211.58,722.42,1
2023-02-18,East,P1,39,484.37,335.25,0
2023-02-18,East,P2,28,419.51,243.87,1
2023-02-18,East,P3,50,718.5,444.54,0
2023-02-18,West,P1,51,516.65,259.79,1
2023-02-18,West,P2,57,1127.07,734.24,0
2023-02-18,West,P3,35,620.58,348.77,0
2023-02-19,North,P1,31,485.18,317.46,0
2023-02-19,North,P2,35,642.39,421.98,0
2023-02-19,North,P3,59,721.02,406.9,1
2023-02-19,South,P1,26,470.15,258.94,0
2023-02-19,South,P2,68,760.58,424.24,0
2023-02-19,South,P3,53,1036.07,620.54,0
2023-02-19,East,P1,24,421.02,287.85,1
2023-02-19,East,P2,47,599.51,374.34,1
2023-02-19,East,P3,47,778.62,426.74,0
2023-02-19,West,P1,42,829.24,419.18,1
2023-02-19,West,P2,34,436.04,300.91,0
2023-02-19,West,P3,35,547.16,320.36,0
2023-02-20,North,P1,41,776.58,535.29,1
2023-02-20,North,P2,41,722.87,480.45,1
2023-02-20,North,P3,46,545.62,308.99,1
2023-02-20,South,P1,49,801.66,459.25,0
2023-02-20,South,P2,13,235.41,157.06,0
2023-02-20,South,P3,26,461.22,263.13,1
2023-02-20,East,P1,25,320.62,187.58,0
2023-02-20,East,P2,64,989.89,600.27,0
2023-02-20,East,P3,52,1026.0,559.4,0
2023-02-20,West,P1,57,819.36,554.34,0
2023-02-20,West,P2,33,609.98,356.55,0
2023-02-20,West,P3,62,1127.18,620.58,0
2023-02-21,North,P1,56,1011.75,705.16,0
2023-02-21,North,P2,46,709.54,376.0,0
2023-02-21,North,P3,59,688.72,451.89,0
2023-02-21,South,P1,37,602.52,359.33,0
2023-02-21,South,P2,47,826.73,430.32,0
2023-02-21,South,P3,47,550.88,382.58,0
2023-02-21,East,P1,30,438.51,300.03,0
2023-02-21,East,P2,36,666.17,379.0,0
2023-02-21,East,P3,30,400.68,278.76,1
2023-02-21,West,P1,37,639.01,391.34,1
2023-02-21,West,P2,23,346.53,200.11,1
2023-02-21,West,P3,33,338.31,225.93,0
2023-02-22,North,P1,59,647.53,396.16,0
2023-02-22,North,P2,31,479.39,332.41,0
2023-02-22,North,P3,23,257.25,178.1,0
2023-02-22,South,P1,35,488.79,257.27,1
2023-02-22,South,P2,51,671.44,445.35,0
2023-02-22,South,P3,39,487.68,304.79,0
2023-02-22,East,P1,42,523.95,279.04,0
2023-02-22,East,P2,37,476.42,267.44,0
2023-02-22,East,P3,42,788.75,489.9,0
2023-02-22,West,P1,27,347.15,203.62,0
2023-02-22,West,P2,29,517.61,334.74,0
2023-02-22,West,P3,50,709.17,461.09,0
2023-02-23,North,P1,59,1129.69,567.44,0
2023-02-23,North,P2,33,389.19,270.15,0
2023-02-23,North,P3,51,806.91,436.45,0
2023-02-23,South,P1,32,404.57,218.9,0
2023-02-23,South,P2,45,760.4,402.09,0
2023-02-23,South,P3,65,699.13,482.6,0
2023-02-23,East,P1,47,513.28,313.45,0
2023-02-23,East,P2,58,1139.71,627.04,0
2023-02-23,East,P3,28,427.21,234.93,0
2023-02-23,West,P1,36,700.82,365.26,0
2023-02-23,West,P2,33,346.66,216.84,0
2023-02-23,West,P3,38,476.18,280.97,1
2023-02-24,North,P1,31,539.22,292.76,0
2023-02-24,North,P2,41,413.41,242.56,0
2023-02-24,North,P3,56,847.13,497.84,1
2023-02-24,South,P1,57,919.58,577.07,0
2023-02-24,South,P2,49,891.0,454.41,1
2023-02-24,South,P3,18,218.59,121.14,0
2023-02-24,East,P1,27,328.14,203.26,0
2023-02-24,East,P2,49,956.23,638.47,1
2023-02-24,East,P3,36,643.24,372.75,0
2023-02-24,West,P1,49,851.58,514.6,0
2023-02-24,West,P2,27,485.92,275.38,1
2023-02-24,West,P3,22,416.98,264.07,0
2023-02-25,North,P1,52,851.74,567.88,0
2023-02-25,North,P2,42,692.72,476.07,0
2023-02-25,North,P3,32,511.63,276.39,0
2023-02-25,South,P1,31,327.41,195.87,1
2023-02-25,South,P2,45,455.17,264.8,1
2023-02-25,South,P3,42,487.39,250.57,0
2023-02-25,East,P1,52,949.77,559.64,1
2023-02-25,East,P2,28,366.75,201.71,0
2023-02-25,East,P3,54,581.38,392.16,1
2023-02-25,West,P1,35,669.83,462.56,0
2023-02-25,West,P2,27,332.58,187.48,1
2023-02-25,West,P3,25,388.34,233.25,0
2023-02-26,North,P1,50,672.39,398.3,0
2023-02-26,North,P2,49,635.01,375.82,0
2023-02-26,North,P3,38,543.25,352.09,1
2023-02-26,South,P1,16,277.18,167.14,0
2023-02-26,South,P2,18,311.83,210.9,0
2023-02-26,South,P3,31,342.66,186.57,0
2023-02-26,East,P1,51,634.3,351.1,0
2023-02-26,East,P2,55,1077.92,671.83,0
2023-02-26,East,P3,43,721.96,420.45,0
2023-02-26,West,P1,59,885.07,515.46,1
2023-02-26,West,P2,24,463.95,272.72,1
2023-02-26,West,P3,52,627.25,362.78,1
2023-02-27,North,P1,33,612.91,388.98,0
2023-02-27,North,P2,63,1025.91,654.25,0
2023-02-27,North,P3,56,981.48,582.03,1
2023-02-27,South,P1,38,564.34,319.82,0
2023-02-27,South,P2,45,632.06,377.25,0
2023-02-27,South,P3,39,541.25,357.61,1
2023-02-27,East,P1,34,592.65,396.83,0
2023-02-27,East,P2,42,451.12,259.44,1
2023-02-27,East,P3,40,428.0,276.42,0
2023-02-27,West,P1,47,643.7,381.62,0
2023-02-27,West,P2,56,772.37,514.61,1
2023-02-27,West,P3,32,321.7,212.61,0
2023-02-28,North,P1,40,570.43,347.74,0
2023-02-28,North,P2,55,991.65,598.56,0
2023-02-28,North,P3,31,429.85,271.88,0
2023-02-28,South,P1,25,437.49,298.22,0
2023-02-28,South,P2,33,611.35,371.9,0
2023-02-28,South,P3,35,515.87,331.85,0
2023-02-28,East,P1,25,399.94,268.88,1
2023-02-28,East,P2,36,542.54,291.66,0
2023-02-28,East,P3,24,348.19,240.84,0
2023-02-28,West,P1,52,880.03,486.49,1
2023-02-28,West,P2,58,1059.03,627.61,0
2023-02-28,West,P3,46,733.84,405.76,0
2023-03-01,North,P1,39,773.49,508.45,0
2023-03-01,North,P2,52,711.54,417.3,0
2023-03-01,North,P3,50,519.49,329.03,0
2023-03-01,South,P1,43,516.46,311.34,0
2023-03-01,South,P2,28,441.48,226.68,0
2023-03-01,South,P3,49,932.52,640.37,1
2023-03-01,East,P1,51,521.44,298.31,0
2023-03-01,East,P2,34,344.66,177.86,0
2023-03-01,East,P3,55,571.42,381.38,0
2023-03-01,West,P1,29,562.14,327.71,0
2023-03-01,West,P2,45,790.53,465.19,0
2023-03-01,West,P3,35,552.59,339.24,1
2023-03-02,North,P1,34,519.41,281.69,1
2023-03-02,North,P2,39,582.72,391.71,0
2023-03-02,North,P3,26,378.24,240.17,0
2023-03-02,South,P1,44,488.43,334.58,0
2023-03-02,South,P2,55,906.75,503.3,0
2023-03-02,South,P3,36,575.75,308.53,0
2023-03-02,East,P1,41,798.99,409.18,0
2023-03-02,East,P2,34,547.3,350.23,1
2023-03-02,East,P3,51,835.91,577.37,1
2023-03-02,West,P1,26,408.88,227.09,1
2023-03-02,West,P2,51,812.98,520.74,0
2023-03-02,West,P3,54,585.67,363.91,1
2023-03-03,North,P1,45,675.71,469.78,0
2023-03-03,North,P2,62,1077.2,600.33,1
2023-03-03,North,P3,22,372.07,230.91,0
2023-03-03,South,P1,36,665.06,340.83,0
2023-03-03,South,P2,20,333.86,226.48,0
2023-03-03,South,P3,32,443.39,227.99,0
2023-03-03,East,P1,21,407.9,210.05,0
2023-03-03,East,P2,45,887.88,578.78,1
2023-03-03,East,P3,34,414.7,209.05,1
2023-03-03,West,P1,49,664.11,421.57,0
2023-03-03,West,P2,32,369.91,220.36,0
2023-03-03,West,P3,46,603.38,302.07,0
2023-03-04,North,P1,48,627.1,416.69,0
2023-03-04,North,P2,46,627.35,337.61,0
2023-03-04,North,P3,49,912.48,513.52,0
2023-03-04,South,P1,33,515.64,336.73,1
2023-03-04,South,P2,52,905.65,542.05,0
2023-03-04,South,P3,37,613.49,321.1,0
2023-03-04,East,P1,38,669.73,351.74,0
2023-03-04,East,P2,32,581.71,350.21,0
2023-03-04,East,P3,66,811.69,495.56,0
2023-03-04,West,P1,53,604.85,371.48,0
2023-03-04,West,P2,57,801.74,545.69,0
2023-03-04,West,P3,35,689.47,423.51,0
2023-03-05,North,P1,37,639.9,393.31,0
2023-03-05,North,P2,49,819.65,445.97,0
2023-03-05,North,P3,65,1138.59,711.27,0
2023-03-05,South,P1,45,732.3,476.03,0
2023-03-05,South,P2,16,207.03,113.33,1
2023-03-05,South,P3,50,645.73,349.67,0
2023-03-05,East,P1,57,920.69,600.37,0
2023-03-05,East,P2,62,1239.73,810.64,0
2023-03-05,East,P3,67,1181.14,601.31,0
2023-03-05,West,P1,43,694.51,473.74,0
2023-03-05,West,P2,36,662.1,352.33,0
2023-03-05,West,P3,33,401.12,227.51,0
2023-03-06,North,P1,38,486.8,260.29,0
2023-03-06,North,P2,27,323.96,165.58,0
2023-03-06,North,P3,43,798.29,532.47,1
2023-03-06,South,P1,40,426.47,214.87,1
2023-03-06,South,P2,46,652.55,364.45,0
2023-03-06,South,P3,22,366.93,251.95,0
2023-03-06,East,P1,36,466.44,291.02,0
2023-03-06,East,P2,48,834.75,463.7,0
2023-03-06,East,P3,62,956.67,544.71,0
2023-03-06,West,P1,42,550.99,312.96,0
2023-03-06,West,P2,53,1051.97,723.54,0
2023-03-06,West,P3,30,318.54,165.16,0
2023-03-07,North,P1,31,449.12,306.59,0
2023-03-07,North,P2,43,632.51,399.99,0
2023-03-07,North,P3,35,636.09,414.36,0
2023-03-07,South,P1,40,584.96,393.67,0
2023-03-07,South,P2,44,834.05,568.68,0
2023-03-07,South,P3,47,520.32,305.95,0
2023-03-07,East,P1,21,384.5,201.47,0
2023-03-07,East,P2,13,145.2,92.41,1
2023-03-07,East,P3,31,360.97,188.9,0
2023-03-07,West,P1,51,533.08,289.77,0
2023-03-07,West,P2,63,1195.98,693.56,0
2023-03-07,West,P3,46,498.06,274.32,0
2023-03-08,North,P1,46,514.61,358.22,0
2023-03-08,North,P2,44,834.11,547.76,0
2023-03-08,North,P3,46,507.5,271.26,0
2023-03-08,South,P1,66,822.52,480.94,0
2023-03-08,South,P2,29,390.78,199.33,0
2023-03-08,South,P3,38,578.96,314.75,1
2023-03-08,East,P1,25,339.8,225.87,1
2023-03-08,East,P2,21,398.14,262.29,0
2023-03-08,East,P3,36,390.49,231.69,0
2023-03-08,West,P1,25,391.42,210.01,0
2023-03-08,West,P2,37,539.88,302.69,1
2023-03-08,West,P3,34,570.93,294.21,0
2023-03-09,North,P1,24,337.86,179.82,0
2023-03-09,North,P2,40,532.84,365.33,1
2023-03-09,North,P3,25,403.2,277.28,0
2023-03-09,South,P1,40,659.29,360.17,0
2023-03-09,South,P2,54,870.39,500.21,0
2023-03-09,South,P3,25,361.03,234.67,0
2023-03-09,East,P1,33,425.04,259.81,0
2023-03-09,East,P2,36,375.09,218.99,0
2023-03-09,East,P3,34,448.02,310.8,0
2023-03-09,West,P1,31,378.34,256.22,1
2023-03-09,West,P2,36,462.85,239.88,0
2023-03-09,West,P3,37,620.65,363.51,0
2023-03-10,North,P1,36,362.9,249.91,0
2023-03-10,North,P2,39,537.83,367.34,0
2023-03-10,North,P3,44,560.73,381.47,0
2023-03-10,South,P1,41,426.1,236.23,0
2023-03-10,South,P2,36,444.2,240.84,1
2023-03-10,South,P3,55,992.99,684.52,0
2023-03-10,East,P1,36,640.87,448.3,0
2023-03-10,East,P2,48,810.26,424.64,1
2023-03-10,East,P3,47,900.96,590.36,0
2023-03-10,West,P1,36,510.53,332.59,1
2023-03-10,West,P2,45,812.23,414.63,0
2023-03-10,West,P3,46,534.99,292.51,0
2023-03-11,North,P1,45,569.03,316.37,0
2023-03-11,North,P2,51,724.01,369.34,0
2023-03-11,North,P3,37,461.71,295.29,0
2023-03-11,South,P1,31,611.88,372.54,0
2023-03-11,South,P2,60,679.18,409.3,0
2023-03-11,South,P3,56,798.63,532.26,1
2023-03-11,East,P1,49,532.92,276.04,0
2023-03-11,East,P2,42,561.73,378.68,0
2023-03-11,East,P3,46,860.49,560.88,0
2023-03-11,West,P1,32,446.26,270.43,0
2023-03-11,West,P2,29,554.13,337.73,0
2023-03-11,West,P3,21,295.62,155.23,0
2023-03-12,North,P1,46,780.7,420.55,0
2023-03-12,North,P2,52,699.31,396.83,0
2023-03-12,North,P3,29,359.75,228.26,1
2023-03-12,South,P1,24,370.94,193.3,0
2023-03-12,South,P2,44,735.36,407.48,0
2023-03-12,South,P3,39,563.37,338.54,0
2023-03-12,East,P1,36,568.01,382.4,0
2023-03-12,East,P2,51,901.68,529.17,0
2023-03-12,East,P3,27,499.66,269.97,1
2023-03-12,West,P1,24,306.95,161.4,0
2023-03-12,West,P2,33,413.5,278.33,0
2023-03-12,West,P3,47,605.28,313.93,1
2023-03-13,North,P1,30,478.27,296.83,0
2023-03-13,North,P2,47,470.63,270.91,0
2023-03-13,North,P3,58,767.82,485.43,0
2023-03-13,South,P1,38,402.78,211.94,0
2023-03-13,South,P2,41,818.73,439.41,0
2023-03-13,South,P3,37,492.83,292.28,0
2023-03-13,East,P1,44,681.18,364.39,0
2023-03-13,East,P2,59,1159.53,591.46,1
2023-03-13,East,P3,57,1048.7,551.09,1
2023-03-13,West,P1,40,562.64,297.44,0
2023-03-13,West,P2,30,598.32,371.62,0
2023-03-13,West,P3,39,655.06,451.46,0
2023-03-14,North,P1,31,515.17,322.88,0
2023-03-14,North,P2,33,570.5,322.16,0
2023-03-14,North,P3,37,487.76,331.12,0
2023-03-14,South,P1,36,467.56,317.12,0
2023-03-14,South,P2,18,182.32,110.86,1
2023-03-14,South,P3,48,875.33,595.01,0
2023-03-14,East,P1,57,1133.64,618.0,0
2023-03-14,East,P2,17,223.54,116.09,0
2023-03-14,East,P3,38,413.31,212.09,1
2023-03-14,West,P1,26,471.24,266.44,0
2023-03-14,West,P2,46,732.46,467.99,0
2023-03-14,West,P3,53,598.01,368.2,0
2023-03-15,North,P1,40,570.38,398.66,0
2023-03-15,North,P2,30,355.99,179.83,0
2023-03-15,North,P3,51,628.6,342.71,0
2023-03-15,South,P1,50,554.02,330.03,0
2023-03-15,South,P2,56,1026.15,713.27,0
2023-03-15,South,P3,53,653.88,410.35,1
2023-03-15,East,P1,19,265.84,164.75,0
2023-03-15,East,P2,54,1024.89,678.46,0
2023-03-15,East,P3,51,682.02,469.45,0
2023-03-15,West,P1,48,631.57,322.97,0
2023-03-15,West,P2,49,821.29,461.11,0
2023-03-15,West,P3,32,400.28,209.78,0
2023-03-16,North,P1,43,630.69,325.02,0
2023-03-16,North,P2,22,364.78,255.18,0
2023-03-16,North,P3,56,560.1,348.83,0
2023-03-16,South,P1,45,741.71,379.97,1
2023-03-16,South,P2,29,347.32,186.2,0
2023-03-16,South,P3,41,648.51,376.33,0
2023-03-16,East,P1,24,249.14,155.46,0
2023-03-16,East,P2,21,326.0,201.81,1
2023-03-16,East,P3,23,297.96,180.56,0
2023-03-16,West,P1,34,390.44,208.66,1
2023-03-16,West,P2,23,367.01,189.42,1
2023-03-16,West,P3,44,646.76,388.38,0
2023-03-17,North,P1,57,1042.33,684.49,0
2023-03-17,North,P2,27,453.19,255.88,1
2023-03-17,North,P3,53,551.35,320.38,0
2023-03-17,South,P1,50,967.97,614.13,0
2023-03-17,South,P2,29,389.14,262.58,0
2023-03-17,South,P3,60,768.2,404.41,0
2023-03-17,East,P1,42,612.92,398.66,1
2023-03-17,East,P2,33,345.96,229.75,1
2023-03-17,East,P3,41,437.92,238.07,1
2023-03-17,West,P1,23,410.41,254.34,0
2023-03-17,West,P2,38,537.75,270.42,0
2023-03-17,West,P3,50,592.42,303.27,0
2023-03-18,North,P1,36,555.48,319.27,0
2023-03-18,North,P2,48,558.42,299.81,0
2023-03-18,North,P3,29,537.89,371.41,1
2023-03-18,South,P1,37,680.48,360.02,0
2023-03-18,South,P2,44,669.0,467.57,0
2023-03-18,South,P3,34,666.33,339.65,0
2023-03-18,East,P1,14,186.25,115.08,0
2023-03-18,East,P2,46,495.51,264.59,0
2023-03-18,East,P3,54,629.68,322.28,0
2023-03-18,West,P1,32,623.67,329.62,0
2023-03-18,West,P2,41,479.65,245.14,0
2023-03-18,West,P3,31,438.24,276.35,0
2023-03-19,North,P1,26,449.45,253.07,0
2023-03-19,North,P2,38,444.41,226.74,0
2023-03-19,North,P3,43,634.29,434.16,0
2023-03-19,South,P1,50,813.87,512.33,1
2023-03-19,South,P2,31,567.49,309.24,0
2023-03-19,South,P3,40,695.87,433.15,0
2023-03-19,East,P1,48,681.61,419.65,1
2023-03-19,East,P2,46,491.27,263.44,1
2023-03-19,East,P3,23,356.18,206.78,0
2023-03-19,West,P1,40,423.67,265.46,0
2023-03-19,West,P2,32,534.15,318.76,0
2023-03-19,West,P3,48,930.56,530.39,0
2023-03-20,North,P1,56,879.36,476.63,0
2023-03-20,North,P2,22,276.0,164.11,0
2023-03-20,North,P3,55,862.07,568.32,0
2023-03-20,South,P1,33,373.07,219.4,0
2023-03-20,South,P2,54,817.4,455.81,0
2023-03-20,South,P3,20,381.6,209.32,0
2023-03-20,East,P1,36,422.79,251.28,0
2023-03-20,East,P2,41,702.91,402.3,0
2023-03-20,East,P3,24,245.42,165.0,0
2023-03-20,West,P1,48,631.72,395.07,1
2023-03-20,West,P2,50,786.06,421.45,0
2023-03-20,West,P3,35,626.74,361.6,0
2023-03-21,North,P1,27,436.16,225.2,0
2023-03-21,North,P2,41,726.8,467.31,0
2023-03-21,North,P3,53,537.35,338.46,0
2023-03-21,South,P1,28,362.19,200.36,0
2023-03-21,South,P2,47,735.36,465.19,0
2023-03-21,South,P3,40,407.58,263.78,0
2023-03-21,East,P1,32,401.98,218.73,0
2023-03-21,East,P2,33,399.12,232.79,0
2023-03-21,East,P3,55,721.93,420.26,0
2023-03-21,West,P1,33,595.24,307.59,0
2023-03-21,West,P2,52,879.66,609.72,0
2023-03-21,West,P3,43,508.46,352.38,0
2023-03-22,North,P1,51,669.22,391.82,0
2023-03-22,North,P2,18,221.8,128.88,0
2023-03-22,North,P3,39,516.26,337.13,0
2023-03-22,South,P1,44,860.77,495.23,0
2023-03-22,South,P2,46,833.7,430.59,0
2023-03-22,South,P3,43,806.46,452.02,1
2023-03-22,East,P1,46,879.44,456.87,1
2023-03-22,East,P2,57,759.02,455.5,0
2023-03-22,East,P3,45,478.66,256.29,0
2023-03-22,West,P1,36,702.86,397.65,0
2023-03-22,West,P2,58,1045.88,729.31,0
2023-03-22,West,P3,25,419.43,230.88,1
2023-03-23,North,P1,48,940.55,511.23,0
2023-03-23,North,P2,43,502.36,335.22,0
2023-03-23,North,P3,47,614.7,366.02,0
2023-03-23,South,P1,28,512.28,328.82,0
2023-03-23,South,P2,51,980.32,518.0,0
2023-03-23,South,P3,40,445.04,258.81,1
2023-03-23,East,P1,35,651.87,356.32,0
2023-03-23,East,P2,50,971.03,543.44,0
2023-03-23,East,P3,54,739.33,422.48,0
2023-03-23,West,P1,22,256.84,152.18,0
2023-03-23,West,P2,48,670.44,398.78,0
2023-03-23,West,P3,47,749.82,437.17,0
2023-03-24,North,P1,45,511.81,284.25,0
2023-03-24,North,P2,29,438.73,247.52,0
2023-03-24,North,P3,25,250.41,144.06,0
2023-03-24,South,P1,33,468.17,254.65,0
2023-03-24,South,P2,15,273.33,177.82,0
2023-03-24,South,P3,22,379.29,260.1,0
2023-03-24,East,P1,41,439.93,285.43,0
2023-03-24,East,P2,27,299.86,152.07,1
2023-03-24,East,P3,41,522.55,326.56,0
2023-03-24,West,P1,40,536.5,315.91,0
2023-03-24,West,P2,32,534.91,270.85,0
2023-03-24,West,P3,26,517.1,308.52,1
2023-03-25,North,P1,33,622.55,360.91,1
2023-03-25,North,P2,47,801.99,456.43,0
2023-03-25,North,P3,26,371.32,190.22,0
2023-03-25,South,P1,53,729.74,492.71,1
2023-03-25,South,P2,52,956.8,543.33,0
2023-03-25,South,P3,56,726.92,410.04,0
2023-03-25,East,P1,36,462.1,261.2,0
2023-03-25,East,P2,41,487.95,324.12,0
2023-03-25,East,P3,25,434.47,229.31,0
2023-03-25,West,P1,37,374.89,225.82,0
2023-03-25,West,P2,29,522.86,364.0,0
2023-03-25,West,P3,33,425.36,244.76,0
2023-03-26,North,P1,45,765.42,412.45,0
2023-03-26,North,P2,26,467.07,302.61,0
2023-03-26,North,P3,42,753.11,409.77,0
2023-03-26,South,P1,40,509.6,352.2,1
2023-03-26,South,P2,52,963.52,504.08,0
2023-03-26,South,P3,27,476.15,248.42,1
2023-03-26,East,P1,33,583.43,365.06,0
2023-03-26,East,P2,9,174.43,119.23,1
2023-03-26,East,P3,48,924.63,576.81,1
2023-03-26,West,P1,55,997.91,575.22,0
2023-03-26,West,P2,31,484.96,332.97,0
2023-03-26,West,P3,37,650.95,418.25,0
2023-03-27,North,P1,46,510.54,345.5,0
2023-03-27,North,P2,47,663.81,341.5,0
2023-03-27,North,P3,32,397.06,229.25,0
2023-03-27,South,P1,25,301.76,183.71,0
2023-03-27,South,P2,46,516.69,290.14,1
2023-03-27,South,P3,41,643.87,396.82,0
2023-03-27,East,P1,47,730.38,443.27,0
2023-03-27,East,P2,37,481.54,298.5,0
2023-03-27,East,P3,31,605.14,391.88,0
2023-03-27,West,P1,37,390.17,219.59,0
2023-03-27,West,P2,53,1017.18,594.8,0
2023-03-27,West,P3,45,730.91,486.7,0
2023-03-28,North,P1,21,370.06,245.11,0
2023-03-28,North,P2,35,628.71,419.09,1
2023-03-28,North,P3,25,435.41,287.81,1
2023-03-28,South,P1,54,780.82,393.53,0
2023-03-28,South,P2,44,597.07,374.33,0
2023-03-28,South,P3,27,329.16,172.01,0
2023-03-28,East,P1,20,243.21,168.65,0
2023-03-28,East,P2,39,629.13,415.93,0
2023-03-28,East,P3,56,701.22,413.26,0
2023-03-28,West,P1,50,714.38,364.88,0
2023-03-28,West,P2,48,882.77,538.6,0
2023-03-28,West,P3,42,814.26,487.31,0
2023-03-29,North,P1,15,290.51,175.22,0
2023-03-29,North,P2,20,223.88,126.62,1
2023-03-29,North,P3,46,715.53,441.33,0
2023-03-29,South,P1,39,424.37,278.12,1
2023-03-29,South,P2,35,608.95,400.57,0
2023-03-29,South,P3,20,239.3,129.78,0
2023-03-29,East,P1,44,848.58,549.67,0
2023-03-29,East,P2,48,825.24,566.14,0
2023-03-29,East,P3,41,451.57,297.3,1
2023-03-29,West,P1,21,328.53,203.73,0
2023-03-29,West,P2,33,522.29,274.11,0
2023-03-29,West,P3,31,493.43,265.67,0
2023-03-30,North,P1,44,672.61,381.29,0
2023-03-30,North,P2,42,761.52,419.98,0
2023-03-30,North,P3,39,560.71,311.39,0
2023-03-30,South,P1,34,363.7,246.84,0
2023-03-30,South,P2,35,362.85,215.88,0
2023-03-30,South,P3,39,405.96,207.01,0
2023-03-30,East,P1,21,414.22,250.02,0
2023-03-30,East,P2,50,728.79,433.68,0
2023-03-30,East,P3,45,677.21,442.73,0
2023-03-30,West,P1,43,630.49,415.11,0
2023-03-30,West,P2,27,497.88,275.07,0
2023-03-30,West,P3,18,291.01,195.6,0
2023-03-31,North,P1,32,354.12,203.04,0
2023-03-31,North,P2,34,677.71,456.58,0
2023-03-31,North,P3,28,359.86,225.33,0
2023-03-31,South,P1,43,516.63,285.72,0
2023-03-31,South,P2,36,579.73,353.22,0
2023-03-31,South,P3,49,597.96,360.6,0
2023-03-31,East,P1,33,505.83,339.99,0
2023-03-31,East,P2,26,362.46,242.92,0
2023-03-31,East,P3,50,703.21,475.35,0
2023-03-31,West,P1,32,550.16,304.96,0
2023-03-31,West,P2,39,507.38,272.36,0
2023-03-31,West,P3,26,314.35,200.92,1
2023-04-01,North,P1,41,470.66,328.02,0
2023-04-01,North,P2,33,644.19,366.14,1
2023-04-01,North,P3,25,258.61,152.36,1
2023-04-01,South,P1,36,373.46,224.48,0
2023-04-01,South,P2,45,510.16,350.52,0
2023-04-01,South,P3,27,401.79,266.23,0
2023-04-01,East,P1,21,357.17,233.25,1
2023-04-01,East,P2,23,237.46,129.92,0
2023-04-01,East,P3,41,534.84,372.56,0
2023-04-01,West,P1,23,307.93,178.91,0
2023-04-01,West,P2,29,342.39,236.09,0
2023-04-01,West,P3,42,535.08,331.0,0
2023-04-02,North,P1,28,538.81,294.23,0
2023-04-02,North,P2,15,175.2,100.03,0
2023-04-02,North,P3,48,803.54,404.45,0
2023-04-02,South,P1,48,681.28,436.17,0
2023-04-02,South,P2,27,305.39,201.4,0
2023-04-02,South,P3,34,672.87,393.06,0
2023-04-02,East,P1,33,506.93,326.2,0
2023-04-02,East,P2,33,486.79,280.98,1
2023-04-02,East,P3,45,898.56,525.99,0
2023-04-02,West,P1,42,595.21,402.09,0
2023-04-02,West,P2,40,560.68,336.72,1
2023-04-02,West,P3,43,561.11,302.18,0
2023-04-03,North,P1,22,400.52,200.83,0
2023-04-03,North,P2,25,294.79,199.94,0
2023-04-03,North,P3,32,486.9,255.59,1
2023-04-03,South,P1,28,331.6,168.41,0
2023-04-03,South,P2,27,393.41,219.54,0
2023-04-03,South,P3,31,546.19,370.67,0
2023-04-03,East,P1,41,731.93,437.31,1
2023-04-03,East,P2,35,686.72,413.26,0
2023-04-03,East,P3,40,588.9,332.65,1
2023-04-03,West,P1,41,576.04,403.09,0
2023-04-03,West,P2,35,605.5,346.07,0
2023-04-03,West,P3,28,368.61,190.72,0
2023-04-04,North,P1,38,478.31,272.37,0
2023-04-04,North,P2,56,1013.98,699.32,0
2023-04-04,North,P3,29,294.12,162.21,0
2023-04-04,South,P1,25,437.17,237.22,1
2023-04-04,South,P2,51,716.88,382.69,1
2023-04-04,South,P3,35,370.21,247.67,0
2023-04-04,East,P1,32,484.85,338.46,0
2023-04-04,East,P2,38,703.7,466.86,0
2023-04-04,East,P3,15,267.27,159.51,0
2023-04-04,West,P1,31,556.96,316.13,0
2023-04-04,West,P2,40,504.34,253.09,0
2023-04-04,West,P3,39,590.02,394.7,0
2023-04-05,North,P1,52,823.21,529.82,0
2023-04-05,North,P2,38,429.94,237.54,0
2023-04-05,North,P3,31,609.65,358.9,0
2023-04-05,South,P1,28,328.45,181.75,0
2023-04-05,South,P2,40,526.25,314.81,0
2023-04-05,South,P3,30,302.04,197.16,0
2023-04-05,East,P1,31,614.84,337.13,0
2023-04-05,East,P2,30,482.2,249.64,0
2023-04-05,East,P3,26,332.35,192.46,0
2023-04-05,West,P1,25,460.95,272.91,0
2023-04-05,West,P2,37,395.5,236.0,0
2023-04-05,West,P3,33,509.78,267.7,0
2023-04-06,North,P1,40,688.96,345.5,0
2023-04-06,North,P2,35,486.82,338.48,1
2023-04-06,North,P3,12,205.99,117.77,0
2023-04-06,South,P1,41,728.87,489.56,1
2023-04-06,South,P2,40,492.96,309.15,1
2023-04-06,South,P3,34,479.12,271.12,0
2023-04-06,East,P1,39,726.26,481.67,1
2023-04-06,East,P2,23,389.37,271.58,0
2023-04-06,East,P3,45,656.08,380.11,0
2023-04-06,West,P1,44,440.91,243.45,0
2023-04-06,West,P2,49,799.54,482.72,0
2023-04-06,West,P3,34,492.75,275.59,1
2023-04-07,North,P1,32,468.48,246.73,1
2023-04-07,North,P2,25,290.89,163.14,0
2023-04-07,North,P3,27,300.77,189.12,1
2023-04-07,South,P1,27,476.49,263.55,1
2023-04-07,South,P2,24,259.55,152.36,0
2023-04-07,South,P3,27,341.58,200.3,1
2023-04-07,East,P1,29,320.95,202.17,1
2023-04-07,East,P2,41,714.34,449.05,0
2023-04-07,East,P3,29,401.67,276.59,0
